,PC1,PC2,PC3,PC4,PC5,PC6,PC7
0,0.8537121620610632,1.031977898683731,0.7463148660335996,-0.26689322687582123,-0.20610549289810748,-0.42905943590074264,-0.16207205292641896
1,2.100350825393231,1.5865100624638497,1.246676081496251,-0.25171160778125046,-0.0296113439590173,-1.0615799735852043,1.3682490148014659
2,-0.7857667714492175,-0.6605609495146596,-0.5689128121921232,0.2359995333134869,-0.36267663434911784,-0.12556600713361576,0.2410981666214568
3,-1.8936554673441304,-0.35246142132844865,0.5282871399685817,-0.11880616087600905,0.18689439946428532,-0.43284093434350074,0.2503946605799151
4,-1.6718696621732994,0.03365012506617463,-0.21076831224857495,0.12960494905717704,-0.3689372043317792,-0.9683872279530976,-0.026562205928797808
5,0.4587836236568482,0.2260957858030628,0.24700023241951266,-0.11144892582234849,-0.07502492310192377,-0.4947563640698419,-0.5170983877292302
6,0.6215807353097751,0.05140054452942915,-0.5150356230826331,-0.10019361730799198,-0.8751919914023257,0.8512684377326554,-0.29945949597801635
7,-0.8816498483939393,-0.8864565786924428,-0.4669936327830036,0.106350025266661,-0.3103543122031223,0.2011149566092081,0.6039551442963361
8,0.3505302954352568,0.3430820220250743,0.38289330325085863,-0.19502833415043516,-0.556687641796675,1.648088605157145,-0.4247625648268812
9,-1.4282118380042188,0.24173025479777518,0.5501097436732227,-0.25594858639946405,-0.1888180490402584,-1.0280886410807035,2.159013671785647
10,0.10623908180529905,-1.0623343574932176,-0.2502522096957814,0.07018283341143913,0.10953552358013167,0.1795405502000285,-0.16834138081920277
11,-0.6337624425055389,-0.9154260378589794,-0.08724728417664018,0.2740608073072015,0.1308505368253689,0.19362538857845854,0.035719630540063066
12,-1.1580215837269876,-0.16356152576533647,-0.19304969340723238,0.01194524154235668,-0.213014858199049,-0.8832699063709238,-0.4609561334280332
13,0.4490576951358944,0.007251683364119931,-0.5540523804017916,0.0319177321893339,-0.9057209457161872,1.000507713896212,-0.11830032875046072
14,0.5971864876105963,-0.055396241019456505,0.2126008451426792,-0.1849773414617565,0.18205902632881604,-1.2593513467725042,-0.15102111501996704
15,-1.4891893259065154,-0.10131512875084726,-0.3787542361959905,0.14292964590156093,-0.3309195257761142,-0.7446777899518295,0.03853936059976963
16,-0.24026242428471647,-0.8574648796659096,-0.914780643993006,0.3152561564823425,-0.5052293140106473,0.07782422486044864,0.32655712411641646
17,0.195756414809204,-0.49425232601562524,-0.2821263606407388,0.1712792251728793,0.0023865924381943565,-0.5911567885323354,-0.47792046339062083
18,1.3965785921800495,1.0445928693185067,0.6187779140201355,-0.24008507601243018,-0.24393863150629178,-0.5128674629826152,-0.13077195180151294
19,-0.7488439243035625,0.38540048954364015,-0.19637524510616056,0.15949203900271738,-0.765763670458755,0.8413103827450944,0.17971489397604762
20,-0.8852358085030265,-0.28349978708202495,2.6156623846806424,-0.7065740669706109,1.3531050507663474,1.4171001796988016,-0.6070112774812791
